Rank,Person,Total Gross,Number of Movies,Average Gross,Highest Gross Movie,Gross
550,Rosie Huntington-Whiteley,$506.4,2,$253.2,Transformers 3,$352.4
551,Logan Lerman,$505.9,14,$36.1,Noah,$101.2
552,Michelle Yeoh,$503.3,10,$50.3,Kung Fu Panda 2,$165.2
553,Lindsay Lohan,$492.4,15,$32.8,Freaky Friday,$110.2
554,Amber Heard,$491.8,16,$30.7,Justice League,$201.4
555,Rufus Sewell,$489.1,21,$23.3,Hercules,$72.7
556,Sanaa Lathan,$488.8,15,$32.6,Alien Vs. Predator,$80.3
557,Brenton Thwaites,$487.4,5,$97.5,Maleficent,$241.4
558,Zhang Ziyi,$485.9,10,$48.6,Rush Hour 2,$226.2
559,Ron Livingston,$485.8,27,$18.0,The Conjuring,$137.4
560,Rooney Mara,$485.8,19,$25.6,Girl with the Dragon Tattoo,$102.5
561,Blake Lively,$485.0,11,$44.1,Green Lantern,$116.6
562,Chris Klein,$481.6,14,$34.4,American Pie 2,$145.1
563,James Garner,$481.5,13,$37.0,Maverick,$101.6
564,Hailee Steinfeld,$480.4,12,$40.0,Pitch Perfect 2,$184.3
565,Jaden Smith,$480.0,4,$120.0,The Karate Kid,$176.6
566,Mary Elizabeth Winstead,$479.9,17,$28.2,Live Free or Die Hard,$134.5
567,Virginia Madsen,$476.0,31,$15.4,Sideways,$71.5
568,Hilary Swank,$475.9,18,$26.4,Million Dollar Baby,$100.5
569,Mindy Kaling,$470.9,3,$157.0,Inside Out,$356.5
570,Emma Roberts,$467.2,17,$27.5,We're the Millers,$150.4
571,Rebel Wilson,$467.1,7,$66.7,Pitch Perfect 2,$184.3
572,Clark Duke,$466.9,9,$51.9,The Croods,$187.2
573,Mandy Moore,$465.8,13,$35.8,Tangled,$200.8
574,Woody Allen,$461.3,27,$17.1,Antz,$90.8
575,Raven-Symone,$460.5,6,$76.8,Doctor Dolittle,$144.2
576,Tessa Thompson,$460.4,4,$115.1,Thor: Ragnarok,$294.1
577,Jason Schwartzman,$457.2,23,$19.9,Saving Mr. Banks,$83.3
578,Lily Tomlin,$451.6,20,$22.6,9 to 5,$103.3
579,Kate Mara,$450.8,14,$32.2,The Martian,$228.4
580,Ty Burrell,$444.9,10,$44.5,The Incredible Hulk,$134.8
581,Nick Frost,$443.7,12,$37.0,Snow White and the Huntsman,$155.3
582,Lukas Haas,$443.2,22,$20.1,The Revenant,$183.6
583,Kodi Smit-McPhee,$440.7,8,$55.1,Dawn of the Planet of the Apes,$208.5
584,Theo James,$440.0,5,$88.0,Divergent,$150.9
585,Dev Patel,$439.8,8,$55.0,Slumdog Millionaire,$141.3
586,Amanda Bynes,$435.6,7,$62.2,Robots,$128.2
587,Breckin Meyer,$433.6,12,$36.1,Garfield,$75.4
588,Neve Campbell,$432.8,12,$36.1,Scream,$103.0
589,Christopher Reeve,$427.6,15,$28.5,Superman,$134.2
590,Sofia Boutella,$418.8,4,$104.7,Star Trek Beyond,$158.8
591,Tom Arnold,$415.9,18,$23.1,True Lies,$146.3
592,John Krasinski,$415.3,18,$23.1,It's Complicated,$112.7
593,Kal Penn,$415.2,13,$31.9,Superman Returns,$200.1
594,Ryan Phillippe,$414.7,17,$24.4,I Know What You Did Last Summer,$72.6
595,Tony Jaa,$414.6,8,$51.8,Furious 7,$353.0
596,Lily Collins,$413.1,9,$45.9,The Blind Side,$256.0
597,Jessica Lange,$410.9,13,$31.6,Tootsie,$177.2
598,Brandon T. Jackson,$407.9,8,$51.0,Tropic Thunder,$110.5
599,Freida Pinto,$406.2,8,$50.8,Rise of the Planet of the Apes,$176.8
600,Freddie Highmore,$404.7,10,$40.5,Charlie and the Chocolate Factory,$206.5
601,Hilary Duff,$402.3,10,$40.2,Cheaper by the Dozen,$138.6
602,Jesse Plemons,$400.4,13,$30.8,Bridge of Spies,$72.3
603,Cara Delevigne,$400.0,4,$100.0,Suicide Squad,$325.1
604,Omar Epps,$395.5,16,$24.7,Scream 2,$101.4
605,Selena Gomez,$392.1,7,$56.0,Hotel Transylvania 2,$169.7
606,Olga Kurylenko,$391.7,12,$32.6,Quantum of Solace,$168.4
607,Juno Temple,$387.2,17,$22.8,Maleficent,$241.4
608,January Jones,$378.1,9,$42.0,X-Men: First Class,$146.4
609,Shawn Wayans,$377.9,5,$75.6,Scary Movie,$157.0
610,Alicia Silverstone,$376.9,17,$22.2,Batman and Robin,$107.3
611,Eugenio Derbez,$373.7,10,$37.4,Beverly Hills Chihuahua,$94.5
612,Cher,$373.1,11,$33.9,Moonstruck,$80.6
613,Edward Burns,$370.3,13,$28.5,Saving Private Ryan,$216.5
614,Alexa Vega,$369.5,9,$41.1,Spy Kids,$112.7
615,Denise Richards,$365.6,12,$30.5,World Is Not Enough,$126.9
616,Lake Bell,$365.5,10,$36.5,It's Complicated,$112.7
617,Adam Brody,$360.3,17,$21.2,Mr. & Mrs. Smith,$186.3
618,Franka Potente,$360.0,9,$40.0,The Bourne Supremacy,$176.2
619,Adam DeVine,$359.4,4,$89.8,Pitch Perfect 2,$184.3
620,Noomi Rapace,$359.2,9,$39.9,Sherlock Holmes 2,$186.8
621,Gena Rowlands,$358.2,21,$17.1,The Notebook,$81.0
622,Rashida Jones,$357.9,11,$32.5,The Social Network,$97.0
623,Mark Rylance,$357.8,6,$59.6,Dunkirk,$188.0
624,Gene Wilder,$357.0,10,$35.7,Blazing Saddles,$119.6
625,Madonna,$349.3,14,$24.9,League of Their Own,$107.5
626,Olivia Thirlby,$348.9,16,$21.8,Juno,$143.5
627,Jon Heder,$348.2,10,$34.8,Blades of Glory,$118.6
628,Dane DeHaan,$344.6,10,$34.5,The Amazing Spider-Man 2,$202.9
629,Sally Hawkins,$343.1,17,$20.2,Godzilla,$200.7
630,Hayden Panettiere,$338.4,12,$28.2,Remember the Titans,$115.7
631,Katherine Waterston,$336.2,4,$84.0,Fantastic Beasts and Where To Find Them,$234.0
632,Jonathan Rhys Meyers,$335.9,17,$19.8,Mission: Impossible III,$134.0
633,Jennifer Love Hewitt,$333.6,12,$27.8,Garfield,$75.4
634,Linda Hamilton,$332.3,6,$55.4,Terminator 2,$205.9
635,Emmy Rossum,$331.2,12,$27.6,The Day After Tomorrow,$186.7
636,Jorma Taccone,$330.8,4,$82.7,The LEGO Movie,$257.8
637,Miley Cyrus,$321.9,4,$80.5,Bolt,$114.1
638,Carey Mulligan,$320.0,11,$29.1,The Great Gatsby,$144.8
639,Nia Vardalos,$317.9,5,$63.6,My Big Fat Greek Wedding,$241.4
640,Bella Thorne,$315.3,8,$39.4,Alvin and the Chipmunks: The Road Chip,$85.9
641,John Cena,$315.0,7,$45.0,Trainwreck,$110.2
642,Jamie Harris,$314.4,7,$44.9,Rise of the Planet of the Apes,$176.8
643,Warren Beatty,$312.2,9,$34.7,Dick Tracy,$103.7
644,Alicia Vikander,$309.7,12,$25.8,Jason Bourne,$162.4
645,Christine Taylor,$307.9,7,$44.0,DodgeBall,$114.3
646,Thomas Mann,$307.4,7,$43.9,Kong: Skull Island,$168.1
647,Matthew Goode,$305.9,13,$23.5,Watchmen,$107.5
648,Kristofer Hivju,$304.6,5,$60.9,Fate of the Furious,$225.8
649,Michael Nyqvist,$303.6,9,$33.7,Mission: Impossible 4,$209.4
650,Mathieu Amalric,$300.7,13,$23.1,Quantum of Solace,$168.4
651,Abbie Cornish,$299.9,13,$23.1,Limitless,$79.2
652,Sharon Leal,$297.3,7,$42.5,Dreamgirls,$103.4
653,Rory Culkin,$289.9,12,$24.2,Signs,$228.0
654,Jeffrey Dean Morgan,$289.6,14,$20.7,Watchmen,$107.5
655,Saoirse Ronan,$288.7,14,$20.6,The Grand Budapest Hotel,$59.3
656,Ben Barnes,$287.7,5,$57.5,The Chronicles of Narnia: Prince Caspian,$141.6
657,Vanessa Hudgens,$287.5,9,$31.9,Journey 2,$103.9
658,Rutger Hauer,$286.7,27,$10.6,Sin City,$74.1
659,Boris Kodjoe,$286.4,8,$35.8,Madea's Family Reunion,$63.3
660,David Duchovny,$285.6,19,$15.0,X-Files,$83.9
661,Boyd Holbrook,$284.3,5,$56.9,Logan,$226.3
662,Rihanna,$283.3,3,$94.4,Home,$177.4
663,Zach Braff,$281.7,6,$47.0,Oz The Great and Powerful,$234.9
664,Snoop Dogg,$281.4,8,$35.2,Starsky and Hutch,$88.2
665,Chuck Norris,$279.7,17,$16.5,The Expendables 2,$85.0
666,Alexa Davalos,$278.7,5,$55.7,Clash of the Titans,$163.2
667,Sophie Cookson,$276.7,3,$92.2,Kingsman,$128.3
668,AnnaSophia Robb,$272.7,8,$34.1,Bridge to Terabithia,$82.3
669,Michael B. Jordan,$272.6,5,$54.5,Creed,$109.8
670,Chris Brown,$269.4,6,$44.9,Think Like a Man,$91.5
671,Jack O'Connell,$269.1,9,$29.9,Unbroken,$115.6
672,Trey Parker,$264.5,1,$264.5,Despicable Me 3,$264.5
673,Leighton Meester,$264.0,10,$26.4,Date Night,$98.7
674,Mireille Enos,$263.3,3,$87.8,World War Z,$202.4
675,Whitney Houston,$261.6,4,$65.4,Bodyguard,$122.0
676,50 Cent,$259.7,7,$37.1,Spy,$110.8
677,Alex Pettyfer,$259.4,7,$37.1,Magic Mike,$113.7
678,Kaley Cuoco,$258.4,4,$64.6,Hop,$108.1
679,Michelle Trachtenberg,$254.2,8,$31.8,Inspector Gadget,$97.4
680,Quvenzhane Wallis,$253.1,4,$63.3,Trolls,$153.7
681,Melanie Laurent,$245.8,6,$41.0,Inglourious Basterds,$120.5
682,Dana Carvey,$241.6,7,$34.5,Wayne's World,$121.7
683,Mo'Nique,$240.6,13,$18.5,Precious,$47.6
684,Bow Wow,$240.6,7,$34.4,Fast and the Furious 3,$62.5
685,Zoe Kazan,$240.1,16,$15.0,It's Complicated,$112.7
686,Emily Browning,$238.9,10,$23.9,Lemony Snicket,$118.6
687,Julianne Hough,$236.7,5,$47.3,Safe Haven,$71.3
688,Max Thieriot,$233.5,9,$25.9,The Pacifier,$113.1
689,Frankie Muniz,$233.0,7,$33.3,Racing Stripes,$49.8
690,Jim Sturgess,$232.8,12,$19.4,21,$81.2
691,Jason Momoa,$232.4,5,$46.5,Justice League,$201.4
692,Peter Berg,$229.8,5,$46.0,Collateral,$101.0
693,Jessica Lucas,$229.3,5,$45.9,Cloverfield,$80.0
694,Chris Messina,$221.2,18,$12.3,Julie & Julia,$94.1
695,Damon Wayans,$217.4,11,$19.8,The Last Boy Scout,$59.5
696,Sarah Paulson,$216.0,12,$18.0,12 Years a Slave,$56.7
697,Adrianne Palicki,$210.4,4,$52.6,G.I. Joe: Retaliation,$122.5
698,Brooklyn Decker,$209.9,5,$42.0,Just Go With It,$103.0
699,Thomas Jane,$208.5,17,$12.3,Deep Blue Sea,$73.6
700,Kevin Smith,$207.7,6,$34.6,Live Free or Die Hard,$134.5
701,Erika Christensen,$203.5,11,$18.5,Flightplan,$89.7
702,Brandon Routh,$203.1,3,$67.7,Superman Returns,$200.1
703,Matthew Perry,$200.9,7,$28.7,17 Again,$64.2
704,Tye Sheridan,$195.1,8,$24.4,X-Men: Apocalypse,$155.4
705,Ne-Yo,$194.8,3,$64.9,Battle: Los Angeles,$83.6
706,Katharine Hepburn,$194.2,4,$48.6,On Golden Pond,$119.3
707,Alexander Skarsgård,$191.4,8,$23.9,The Legend of Tarzan,$126.6
708,Jenna Fischer,$189.9,9,$21.1,Blades of Glory,$118.6
709,James Purefoy,$187.9,6,$31.3,John Carter,$73.1
710,Martin Donovan,$186.2,21,$8.9,Insomnia,$67.4
711,Christopher Guest,$182.8,2,$91.4,Night at the Museum II,$177.2
712,Alex Russell,$180.2,4,$45.1,Unbroken,$115.6
713,Aubrey Plaza,$178.5,13,$13.7,Funny People,$51.9
714,Amanda Crew,$177.8,7,$25.4,The Haunting in Connecticut,$55.4
715,Luke Bracey,$171.0,5,$34.2,Hacksaw Ridge,$67.2
716,Anna Friel,$169.4,11,$15.4,Limitless,$79.2
717,Aziz Ansari,$168.6,3,$56.2,Epic,$107.5
718,Jordan Peele,$167.2,3,$55.7,Captain Underpants,$73.9
719,Zachary Gordon,$165.7,3,$55.2,Diary of a Wimpy Kid,$64.0
720,Rosemarie DeWitt,$164.5,15,$11.0,The Odd Life of Timothy Green,$51.9
721,Philip Kaufman,$163.2,8,$20.4,Rising Sun,$63.2
722,Suraj Sharma,$161.4,2,$80.7,Life of Pi,$125.0
723,Greta Gerwig,$156.2,17,$9.2,No Strings Attached,$70.7
724,Peter Krause,$155.6,4,$38.9,Truman Show,$125.6
725,Cody Horn,$154.9,4,$38.7,Magic Mike,$113.7
726,Analeigh Tipton,$151.8,4,$37.9,"Crazy, Stupid, Love.",$84.4
727,Katie Cassidy,$150.4,4,$37.6,Nightmare on Elm Street,$63.1
728,Gillian Anderson,$146.8,14,$10.5,X-Files,$83.9
729,Corey Haim,$141.1,10,$14.1,The Lost Boys,$32.2
730,Jeremy Sumpter,$139.9,4,$35.0,Peter Pan,$48.5
731,Ron Howard,$139.1,4,$34.8,American Graffiti,$115.0
732,Nicki Minaj,$137.9,2,$69.0,The Other Woman,$83.9
733,Imogen Poots,$136.6,17,$8.0,Need for Speed,$43.6
734,Penn Badgley,$134.6,6,$22.4,Easy A,$58.4
735,Romola Garai,$134.4,11,$12.2,Atonement,$50.9
736,Elisabeth Moss,$134.0,17,$7.9,Get Him to the Greek,$61.0
737,Gabourey Sidibe,$132.5,4,$33.1,Tower Heist,$78.0
738,Dianna Agron,$132.1,5,$26.4,I Am Number Four,$55.1
739,Noah Ringer,$131.8,1,$131.8,The Last Airbender,$131.8
740,Chris Farley,$129.7,6,$21.6,Tommy Boy,$32.7
741,Kate Upton,$128.2,2,$64.1,The Other Woman,$83.9
742,Sean 'P. Diddy' Combs,$126.4,4,$31.6,Get Him to the Greek,$61.0
743,Lance Reddick,$120.6,6,$20.1,Don't Say a Word,$55.0
744,Nikki Blonsky,$118.9,3,$39.6,Hairspray (2007),$118.9
745,Rob Reiner,$116.9,1,$116.9,The Wolf of Wall Street,$116.9
746,Eminem,$116.8,1,$116.8,8 Mile,$116.8
747,Sarah Polley,$116.2,19,$6.1,Dawn of the Dead,$59.0
748,Mark Duplass,$114.9,5,$23.0,Tammy,$84.5
749,Gina Rodriguez,$113.0,5,$22.6,Deepwater Horizon,$61.4
750,Thomas Dekker,$112.4,5,$22.5,Nightmare on Elm Street,$63.1
751,Max Records,$107.7,2,$53.8,Where the Wild Things Are,$77.2
752,Gael Garcia Bernal,$107.1,22,$4.9,Babel,$34.3
753,Chloe Sevigny,$107.0,21,$5.1,Zodiac,$33.1
754,Jay Chou,$105.3,2,$52.7,The Green Hornet,$98.8
755,Dustin Ingram,$104.1,2,$52.0,Paranormal Activity 3,$104.0
756,Sophie Okonedo,$103.5,7,$14.8,The Secret Life of Bees,$37.8
757,Shiloh Fernandez,$102.5,7,$14.6,Evil Dead (2013),$54.2
758,Alyson Michalka,$100.9,3,$33.6,Easy A,$58.4
759,Jenna Dewan-Tatum,$100.5,4,$25.1,Step Up,$65.3
760,Katee Sackhoff,$100.1,3,$33.4,Riddick,$42.0
761,Max Irons,$98.2,5,$19.6,Red Riding Hood,$37.7
762,Rachel Bilson,$95.3,5,$19.1,Jumper,$80.2
763,Keith Gordon,$91.3,1,$91.3,Back to School,$91.3
764,Roberto Benigni,$88.9,11,$8.1,Life Is Beautiful,$57.6
765,Portia Doubleday,$88.6,4,$22.2,"Big Mommas: Like Father, Like Son",$37.9
766,Prince,$87.9,4,$22.0,Purple Rain,$70.3
767,Goran Visnjic,$86.1,7,$12.3,Practical Magic,$46.7
768,Ryan Guzman,$85.4,3,$28.5,The Boy Next Door,$35.4
769,Tupac Shakur,$83.1,6,$13.8,Poetic Justice,$27.5
770,Julie Delpy,$80.5,16,$5.0,American Werewolf in Paris,$26.6
771,Werner Herzog,$80.4,4,$20.1,Jack Reacher,$80.1
772,Justin Bieber,$79.2,2,$39.6,Justin Bieber,$73.0
773,Chace Crawford,$78.3,5,$15.7,What to Expect When You're Expecting,$41.2
774,Alex Kendrick,$78.2,3,$26.1,Courageous,$34.5
775,Jason O'Mara,$77.3,3,$25.8,Resident Evil: Extinction,$50.6
776,Quinton 'Rampage' Jackson,$77.3,3,$25.8,The A-Team,$77.2
777,Wilmer Valderrama,$76.8,8,$9.6,Larry Crowne,$35.6
778,Dean Norris,$76.7,7,$11.0,Fist Fight,$32.2
779,Matt LeBlanc,$73.6,3,$24.5,Lost in Space,$69.1
780,Keenen Ivory Wayans,$69.2,4,$17.3,A Low Down Dirty Shame,$29.4
781,Cecile de France,$67.4,10,$6.7,Hereafter,$32.7
782,Garry Marshall,$67.2,1,$67.2,Race to Witch Mountain,$67.2
783,Grant Heslov,$67.1,1,$67.1,Dante's Peak,$67.1
784,Katherine McPhee,$67.1,2,$33.6,The House Bunny,$48.2
785,Sofia Coppola,$66.7,1,$66.7,The Godfather Part III,$66.7
786,Taylor Schilling,$66.2,3,$22.1,The Lucky One,$60.5
787,Kenny Wormald,$64.4,4,$16.1,Footloose,$51.8
788,Emilie de Ravin,$64.0,4,$16.0,The Hills Have Eyes,$41.8
789,Mary-Kate Olsen,$63.5,4,$15.9,Beastly,$27.9
790,Carlos Mencia,$57.0,2,$28.5,The Heartbreak Kid,$36.8
791,Callan McAuliffe,$56.9,3,$19.0,I Am Number Four,$55.1
792,Elisabeth Rohm,$56.5,1,$56.5,Joy,$56.5
793,Ashley Bell,$56.2,2,$28.1,The Last Exorcism,$41.0
794,Melissa Benoist,$50.5,2,$25.3,The Longest Ride,$37.4
795,Matthias Schoenaerts,$49.4,11,$4.5,Far from the Madding Crowd,$12.2
796,Matisyahu,$49.1,1,$49.1,The Possession,$49.1
797,Naturi Naughton,$47.2,2,$23.6,Lottery Ticket,$24.7
798,Rhys Wakefield,$46.7,3,$15.6,Endless Love,$23.4
799,Carrie Underwood,$43.9,1,$43.9,Soul Surfer,$43.9
800,Scott Mescudi,$43.7,3,$14.6,Need for Speed,$43.6
801,M. Night Shyamalan,$42.3,1,$42.3,Lady in the Water,$42.3
802,Colin Egglesfield,$39.1,2,$19.6,Something Borrowed,$39.0
803,Minka Kelly,$38.4,2,$19.2,The Roommate,$37.3
804,Seu Jorge,$36.1,7,$5.2,The Life Aquatic,$24.0
805,Claire Foy,$33.1,3,$11.0,Season of the Witch,$24.8
806,Thomas Horn,$31.8,1,$31.8,Extremely Loud & Incredibly Close,$31.8
807,Ellen Wong,$31.5,1,$31.5,Scott Pilgrim vs. the World,$31.5
808,Quentin Tarantino,$28.7,2,$14.3,From Dusk Till Dawn,$25.8
809,Tracy Letts,$25.7,6,$4.3,Lady Bird,$18.3
810,Tom Sturridge,$23.7,7,$3.4,Far from the Madding Crowd,$12.2
811,Leigh Whannell,$22.5,2,$11.2,The Bye Bye Man,$22.4
812,Crystal Reed,$21.5,2,$10.7,Skyline,$21.4
813,Mike Binder,$19.1,2,$9.5,The Upside of Anger,$18.8
814,Jessica Brown Findlay,$18.4,2,$9.2,Winter's Tale,$12.6
815,Demetri Martin,$17.6,4,$4.4,Taking Woodstock,$7.5
816,Brit Marling,$17.2,7,$2.5,Arbitrage,$7.9
817,Kang-ho Song,$14.1,8,$1.8,The Interview (2014),$6.1
818,Harold Ramis,$11.6,1,$11.6,The Last Kiss (2006),$11.6
819,Aimee Teegarden,$10.2,3,$3.4,Prom,$10.1
820,Akiva Schaffer,$9.6,1,$9.6,Popstar,$9.6
821,John Cameron Mitchell,$9.3,3,$3.1,Band of the Hand,$4.9
822,Josh Zuckerman,$8.4,2,$4.2,Sex Drive,$8.4
823,Macon Blair,$8.4,3,$2.8,The Florida Project,$4.9
824,John Wayne,$8.2,2,$4.1,The Shootist,$8.1
825,Jay Duplass,$8.1,2,$4.0,Beatriz At Dinner,$7.1
826,Vincent Gallo,$5.1,8,$635k,Buffalo '66,$2.4
827,Miranda July,$4.5,2,$2.2,Me and You and Everyone We Know,$3.9
828,Emily Ratajkowski,$3.6,1,$3.6,We Are Your Friends,$3.6
829,Bel Powley,$1.8,5,$352k,The Diary of a Teenage Girl,$1.5
830,Jim Jarmusch,$1.3,1,$1.3,Blue in the Face,$1.3
831,David Lynch,$948k,1,$948k,Lucky (2017),$948k
832,Prabhu Dheva,$892k,1,$892k,ABCD (Any Body Can Dance) 2,$892k
833,Josh Radnor,$718k,3,$239k,Liberal Arts,$327k
834,Morgan Spurlock,$638k,1,$638k,POM Wonderful Presents: The Greatest Movie Ever Sold,$638k
835,Mike Nichols,$215k,1,$215k,The Designated Mourner,$215k
836,Brian De Palma,$165k,1,$165k,De Palma,$165k
837,Michael Moore,$149k,1,$149k,Michael Moore In TrumpLand,$149k
838,David Wain,$101k,2,$50.3k,Delirious (2007),$86.5k
839,Sebastián Silva,$79.8k,1,$79.8k,Nasty Baby,$79.8k
840,Eli Roth,$58.5k,1,$58.5k,Aftershock,$58.5k
841,Jay Chandrasekhar,$41.6k,1,$41.6k,The Slammin' Salmon,$41.6k
842,Alex Ross Perry,$28.2k,1,$28.2k,7 Chinese Brothers,$28.2k
843,Nick Jonas,$23.0k,1,$23.0k,Goat,$23.0k
844,Joseph Schneider,$15.0k,1,$15.0k,I'm Not Jesus Mommy,$15.0k
845,Rory Kinnear,$5.7k,1,$5.7k,Trespass Against Us,$5.7k
